Index,Sentiment
10868,HATE
10869,HATE
10870,HATE
10871,ROMANTIC
10872,HATE
10873,ROMANTIC
10874,HATE
10875,ROMANTIC
10876,HATE
10877,HATE
10878,HATE
10879,ROMANTIC
10880,ROMANTIC
10881,HATE
10882,HATE
10883,ROMANTIC
10884,HATE
10885,ROMANTIC
10886,ROMANTIC
10887,ROMANTIC
10888,ROMANTIC
10889,ROMANTIC
10890,ROMANTIC
10891,ROMANTIC
10892,ROMANTIC
10893,ROMANTIC
10894,HATE
10895,HATE
10896,HATE
10897,ROMANTIC
10898,ROMANTIC
10899,ROMANTIC
10900,ROMANTIC
10901,ROMANTIC
10902,ROMANTIC
10903,ROMANTIC
10904,ROMANTIC
10905,HATE
10906,HATE
10907,HATE
10908,ROMANTIC
10909,ROMANTIC
10910,ROMANTIC
10911,HATE
10912,ROMANTIC
10913,ROMANTIC
10914,ROMANTIC
10915,ROMANTIC
10916,HATE
10917,HATE
10918,HATE
10919,HATE
10920,ROMANTIC
10921,ROMANTIC
10922,HATE
10923,ROMANTIC
10924,ROMANTIC
10925,ROMANTIC
10926,ROMANTIC
10927,HATE
10928,HATE
10929,ROMANTIC
10930,ROMANTIC
10931,ROMANTIC
10932,ROMANTIC
10933,HATE
10934,ROMANTIC
10935,HATE
10936,ROMANTIC
10937,HATE
10938,ROMANTIC
10939,ROMANTIC
10940,HATE
10941,ROMANTIC
10942,HATE
10943,ROMANTIC
10944,ROMANTIC
10945,ROMANTIC
10946,ROMANTIC
10947,HATE
10948,HATE
10949,ROMANTIC
10950,HATE
10951,ROMANTIC
10952,HATE
10953,HATE
10954,ROMANTIC
10955,ROMANTIC
10956,HATE
10957,HATE
10958,HATE
10959,ROMANTIC
10960,HATE
10961,ROMANTIC
10962,HATE
10963,HATE
10964,HATE
10965,ROMANTIC
10966,HATE
10967,HATE
10968,ROMANTIC
10969,ROMANTIC
10970,ROMANTIC
10971,ROMANTIC
10972,HATE
10973,ROMANTIC
10974,ROMANTIC
10975,HATE
10976,HATE
10977,ROMANTIC
10978,ROMANTIC
10979,HATE
10980,ROMANTIC
10981,ROMANTIC
10982,ROMANTIC
10983,ROMANTIC
10984,ROMANTIC
10985,ROMANTIC
10986,ROMANTIC
10987,HATE
10988,ROMANTIC
10989,HATE
10990,ROMANTIC
10991,HATE
10992,HATE
10993,ROMANTIC
10994,ROMANTIC
10995,ROMANTIC
10996,ROMANTIC
10997,ROMANTIC
10998,HATE
10999,ROMANTIC
11000,HATE
11001,HATE
11002,HATE
11003,ROMANTIC
11004,ROMANTIC
11005,ROMANTIC
11006,HATE
11007,HATE
11008,HATE
11009,HATE
11010,HATE
11011,ROMANTIC
11012,ROMANTIC
11013,ROMANTIC
11014,ROMANTIC
11015,HATE
11016,ROMANTIC
11017,ROMANTIC
11018,HATE
11019,ROMANTIC
11020,ROMANTIC
11021,ROMANTIC
11022,ROMANTIC
11023,HATE
11024,ROMANTIC
11025,HATE
11026,ROMANTIC
11027,ROMANTIC
11028,HATE
11029,ROMANTIC
11030,ROMANTIC
11031,ROMANTIC
11032,HATE
11033,ROMANTIC
11034,ROMANTIC
11035,ROMANTIC
11036,ROMANTIC
11037,ROMANTIC
11038,HATE
11039,ROMANTIC
11040,ROMANTIC
11041,HATE
11042,HATE
11043,HATE
11044,HATE
11045,ROMANTIC
11046,ROMANTIC
11047,HATE
11048,HATE
11049,HATE
11050,HATE
11051,HATE
11052,HATE
11053,ROMANTIC
11054,HATE
11055,ROMANTIC
11056,HATE
11057,ROMANTIC
11058,HATE
11059,ROMANTIC
11060,ROMANTIC
11061,ROMANTIC
11062,ROMANTIC
11063,HATE
11064,HATE
11065,HATE
11066,ROMANTIC
11067,HATE
11068,HATE
11069,HATE
11070,ROMANTIC
11071,ROMANTIC
11072,ROMANTIC
11073,HATE
11074,ROMANTIC
11075,ROMANTIC
11076,ROMANTIC
11077,HATE
11078,ROMANTIC
11079,ROMANTIC
11080,HATE
11081,ROMANTIC
11082,ROMANTIC
11083,HATE
11084,HATE
11085,ROMANTIC
11086,HATE
11087,HATE
11088,ROMANTIC
11089,ROMANTIC
11090,HATE
11091,HATE
11092,ROMANTIC
11093,ROMANTIC
11094,HATE
11095,ROMANTIC
11096,HATE
11097,HATE
11098,HATE
11099,ROMANTIC
11100,ROMANTIC
11101,ROMANTIC
11102,HATE
11103,HATE
11104,HATE
11105,ROMANTIC
11106,HATE
11107,ROMANTIC
11108,ROMANTIC
11109,ROMANTIC
11110,HATE
11111,ROMANTIC
11112,ROMANTIC
11113,HATE
11114,HATE
11115,HATE
11116,HATE
11117,ROMANTIC
11118,ROMANTIC
11119,ROMANTIC
11120,ROMANTIC
11121,ROMANTIC
11122,HATE
11123,HATE
11124,HATE
11125,HATE
11126,HATE
11127,HATE
11128,ROMANTIC
11129,ROMANTIC
11130,HATE
11131,ROMANTIC
11132,HATE
11133,ROMANTIC
11134,ROMANTIC
11135,HATE
11136,HATE
11137,HATE
11138,ROMANTIC
11139,HATE
11140,ROMANTIC
11141,ROMANTIC
11142,ROMANTIC
11143,ROMANTIC
11144,ROMANTIC
11145,HATE
11146,ROMANTIC
11147,ROMANTIC
11148,ROMANTIC
11149,HATE
11150,ROMANTIC
11151,ROMANTIC
11152,HATE
11153,HATE
11154,HATE
11155,ROMANTIC
11156,ROMANTIC
11157,ROMANTIC
11158,ROMANTIC
11159,HATE
11160,HATE
11161,HATE
11162,ROMANTIC
11163,HATE
11164,HATE
11165,HATE
11166,ROMANTIC
11167,ROMANTIC
11168,ROMANTIC
11169,ROMANTIC
11170,HATE
11171,HATE
11172,ROMANTIC
11173,HATE
11174,ROMANTIC
11175,HATE
11176,ROMANTIC
11177,HATE
11178,HATE
11179,HATE
11180,ROMANTIC
11181,HATE
11182,ROMANTIC
11183,HATE
11184,HATE
11185,HATE
11186,HATE
11187,ROMANTIC
11188,HATE
11189,ROMANTIC
11190,HATE
11191,ROMANTIC
11192,HATE
11193,ROMANTIC
11194,HATE
11195,ROMANTIC
11196,ROMANTIC
11197,ROMANTIC
11198,ROMANTIC
11199,ROMANTIC
11200,ROMANTIC
11201,ROMANTIC
11202,HATE
11203,ROMANTIC
11204,ROMANTIC
11205,ROMANTIC
11206,ROMANTIC
11207,ROMANTIC
11208,ROMANTIC
11209,ROMANTIC
11210,ROMANTIC
11211,ROMANTIC
11212,ROMANTIC
11213,HATE
11214,ROMANTIC
11215,ROMANTIC
11216,HATE
11217,HATE
11218,HATE
11219,ROMANTIC
11220,ROMANTIC
11221,ROMANTIC
11222,HATE
11223,HATE
11224,ROMANTIC
11225,ROMANTIC
11226,HATE
11227,ROMANTIC
11228,HATE
11229,HATE
11230,ROMANTIC
11231,HATE
11232,HATE
11233,ROMANTIC
11234,HATE
11235,HATE
11236,ROMANTIC
11237,HATE
11238,ROMANTIC
11239,ROMANTIC
11240,ROMANTIC
11241,ROMANTIC
11242,ROMANTIC
11243,ROMANTIC
11244,ROMANTIC
11245,ROMANTIC
11246,ROMANTIC
11247,ROMANTIC
11248,HATE
11249,HATE
11250,ROMANTIC
11251,HATE
11252,ROMANTIC
11253,ROMANTIC
11254,HATE
11255,ROMANTIC
11256,HATE
11257,ROMANTIC
11258,HATE
11259,HATE
11260,ROMANTIC
11261,HATE
11262,ROMANTIC
11263,ROMANTIC
11264,ROMANTIC
11265,ROMANTIC
11266,ROMANTIC
11267,ROMANTIC
11268,HATE
11269,HATE
11270,HATE
11271,ROMANTIC
11272,ROMANTIC
11273,ROMANTIC
11274,ROMANTIC
11275,ROMANTIC
11276,HATE
11277,HATE
11278,HATE
11279,ROMANTIC
11280,HATE
11281,ROMANTIC
11282,ROMANTIC
11283,ROMANTIC
11284,ROMANTIC
11285,HATE
11286,HATE
11287,HATE
11288,HATE
11289,HATE
11290,HATE
11291,ROMANTIC
11292,HATE
11293,HATE
11294,HATE
11295,HATE
11296,ROMANTIC
11297,ROMANTIC
11298,ROMANTIC
11299,ROMANTIC
11300,ROMANTIC
11301,HATE
11302,ROMANTIC
11303,ROMANTIC
11304,ROMANTIC
11305,ROMANTIC
11306,HATE
11307,ROMANTIC
11308,HATE
11309,HATE
11310,HATE
11311,ROMANTIC
11312,ROMANTIC
11313,HATE
11314,ROMANTIC
11315,HATE
11316,HATE
11317,HATE
11318,ROMANTIC
11319,ROMANTIC
11320,ROMANTIC
11321,ROMANTIC
11322,ROMANTIC
11323,HATE
11324,ROMANTIC
11325,ROMANTIC
11326,ROMANTIC
11327,ROMANTIC
11328,HATE
11329,HATE
11330,ROMANTIC
11331,ROMANTIC
11332,ROMANTIC
11333,ROMANTIC
11334,ROMANTIC
11335,ROMANTIC
11336,ROMANTIC
11337,ROMANTIC
11338,ROMANTIC
11339,HATE
11340,ROMANTIC
11341,HATE
11342,ROMANTIC
11343,HATE
11344,ROMANTIC
11345,ROMANTIC
11346,HATE
11347,HATE
11348,ROMANTIC
11349,HATE
11350,HATE
11351,HATE
11352,HATE
11353,ROMANTIC
11354,HATE
11355,HATE
11356,ROMANTIC
11357,ROMANTIC
11358,ROMANTIC
11359,ROMANTIC
11360,HATE
11361,ROMANTIC
11362,ROMANTIC
11363,HATE
11364,HATE
11365,ROMANTIC
11366,ROMANTIC
11367,HATE
11368,HATE
11369,ROMANTIC
11370,HATE
11371,HATE
11372,ROMANTIC
11373,ROMANTIC
11374,ROMANTIC
11375,HATE
11376,ROMANTIC
11377,HATE
11378,ROMANTIC
11379,ROMANTIC
11380,HATE
11381,ROMANTIC
11382,HATE
11383,ROMANTIC
11384,HATE
11385,ROMANTIC
11386,ROMANTIC
11387,HATE
11388,ROMANTIC
11389,HATE
11390,HATE
11391,HATE
11392,ROMANTIC
11393,ROMANTIC
11394,ROMANTIC
11395,ROMANTIC
11396,ROMANTIC
11397,HATE
11398,ROMANTIC
11399,ROMANTIC
11400,ROMANTIC
11401,ROMANTIC
11402,ROMANTIC
11403,ROMANTIC
11404,HATE
11405,ROMANTIC
11406,ROMANTIC
11407,ROMANTIC
11408,ROMANTIC
11409,ROMANTIC
11410,ROMANTIC
11411,HATE
11412,ROMANTIC
11413,ROMANTIC
11414,HATE
11415,HATE
11416,HATE
11417,HATE
11418,ROMANTIC
11419,HATE
11420,HATE
11421,HATE
11422,ROMANTIC
11423,ROMANTIC
11424,ROMANTIC
11425,HATE
11426,ROMANTIC
11427,HATE
11428,HATE
11429,HATE
11430,ROMANTIC
11431,HATE
11432,ROMANTIC
11433,ROMANTIC
11434,ROMANTIC
11435,HATE
11436,HATE
11437,ROMANTIC
11438,ROMANTIC
11439,HATE
11440,HATE
11441,HATE
11442,ROMANTIC
11443,HATE
11444,ROMANTIC
11445,ROMANTIC
11446,ROMANTIC
11447,ROMANTIC
11448,ROMANTIC
11449,ROMANTIC
11450,ROMANTIC
11451,ROMANTIC
11452,ROMANTIC
11453,ROMANTIC
11454,HATE
11455,ROMANTIC
11456,ROMANTIC
11457,HATE
11458,ROMANTIC
11459,HATE
11460,ROMANTIC
11461,HATE
11462,ROMANTIC
11463,ROMANTIC
11464,HATE
11465,ROMANTIC
11466,ROMANTIC
11467,HATE
11468,ROMANTIC
11469,ROMANTIC
11470,ROMANTIC
11471,ROMANTIC
11472,ROMANTIC
11473,ROMANTIC
11474,ROMANTIC
11475,ROMANTIC
11476,ROMANTIC
11477,HATE
11478,ROMANTIC
11479,ROMANTIC
11480,HATE
11481,ROMANTIC
11482,HATE
11483,ROMANTIC
11484,HATE
11485,ROMANTIC
11486,ROMANTIC
11487,HATE
11488,ROMANTIC
11489,ROMANTIC
11490,ROMANTIC
11491,ROMANTIC
11492,ROMANTIC
11493,ROMANTIC
11494,HATE
11495,ROMANTIC
11496,ROMANTIC
11497,HATE
11498,HATE
11499,HATE
11500,ROMANTIC
11501,ROMANTIC
11502,HATE
11503,HATE
11504,ROMANTIC
11505,HATE
11506,HATE
11507,ROMANTIC
11508,ROMANTIC
11509,ROMANTIC
11510,ROMANTIC
11511,HATE
11512,ROMANTIC
11513,ROMANTIC
11514,HATE
11515,ROMANTIC
11516,HATE
11517,HATE
11518,HATE
11519,HATE
11520,ROMANTIC
11521,ROMANTIC
11522,ROMANTIC
11523,ROMANTIC
11524,ROMANTIC
11525,ROMANTIC
11526,ROMANTIC
11527,ROMANTIC
11528,ROMANTIC
11529,HATE
11530,ROMANTIC
11531,HATE
11532,HATE
11533,ROMANTIC
11534,HATE
11535,HATE
11536,ROMANTIC
11537,HATE
11538,HATE
11539,ROMANTIC
11540,HATE
11541,ROMANTIC
11542,HATE
11543,HATE
11544,ROMANTIC
11545,ROMANTIC
11546,ROMANTIC
11547,HATE
11548,ROMANTIC
11549,ROMANTIC
11550,ROMANTIC
11551,HATE
11552,ROMANTIC
11553,HATE
11554,ROMANTIC
11555,HATE
11556,ROMANTIC
11557,HATE
11558,ROMANTIC
11559,HATE
11560,HATE
11561,HATE
11562,ROMANTIC
11563,HATE
11564,ROMANTIC
11565,ROMANTIC
11566,HATE
11567,ROMANTIC
11568,ROMANTIC
11569,HATE
11570,HATE
11571,HATE
11572,HATE
11573,ROMANTIC
11574,HATE
11575,ROMANTIC
11576,ROMANTIC
11577,ROMANTIC
11578,HATE
11579,ROMANTIC
11580,ROMANTIC
11581,ROMANTIC
11582,ROMANTIC
11583,ROMANTIC
11584,ROMANTIC
11585,ROMANTIC
11586,HATE
11587,ROMANTIC
11588,ROMANTIC
11589,ROMANTIC
11590,ROMANTIC
11591,ROMANTIC
11592,ROMANTIC
11593,ROMANTIC
11594,ROMANTIC
11595,HATE
11596,ROMANTIC
11597,ROMANTIC
11598,HATE
11599,ROMANTIC
11600,ROMANTIC
11601,ROMANTIC
11602,ROMANTIC
11603,ROMANTIC
11604,ROMANTIC
11605,ROMANTIC
11606,HATE
11607,ROMANTIC
11608,HATE
11609,HATE
11610,HATE
11611,HATE
11612,HATE
11613,ROMANTIC
11614,HATE
11615,HATE
11616,ROMANTIC
11617,HATE
11618,HATE
11619,ROMANTIC
11620,HATE
11621,HATE
11622,HATE
11623,ROMANTIC
11624,ROMANTIC
11625,HATE
11626,HATE
11627,ROMANTIC
11628,ROMANTIC
11629,ROMANTIC
11630,ROMANTIC
11631,ROMANTIC
11632,ROMANTIC
11633,ROMANTIC
11634,HATE
11635,HATE
11636,ROMANTIC
11637,ROMANTIC
11638,HATE
11639,ROMANTIC
11640,ROMANTIC
11641,HATE
11642,ROMANTIC
11643,HATE
11644,ROMANTIC
11645,HATE
11646,ROMANTIC
11647,HATE
11648,ROMANTIC
11649,ROMANTIC
11650,ROMANTIC
11651,ROMANTIC
11652,ROMANTIC
11653,HATE
11654,HATE
11655,ROMANTIC
11656,HATE
11657,HATE
11658,HATE
11659,HATE
11660,ROMANTIC
11661,ROMANTIC
11662,ROMANTIC
11663,ROMANTIC
11664,ROMANTIC
11665,ROMANTIC
11666,HATE
11667,ROMANTIC
11668,ROMANTIC
11669,ROMANTIC
11670,HATE
11671,HATE
11672,HATE
11673,HATE
11674,ROMANTIC
11675,HATE
11676,HATE
11677,ROMANTIC
11678,ROMANTIC
11679,ROMANTIC
11680,ROMANTIC
11681,HATE
11682,ROMANTIC
11683,ROMANTIC
11684,HATE
11685,HATE
11686,HATE
11687,ROMANTIC
11688,ROMANTIC
11689,ROMANTIC
11690,HATE
11691,ROMANTIC
11692,HATE
11693,ROMANTIC
11694,ROMANTIC
11695,ROMANTIC
11696,ROMANTIC
11697,ROMANTIC
11698,ROMANTIC
11699,HATE
11700,ROMANTIC
11701,ROMANTIC
11702,ROMANTIC
11703,ROMANTIC
11704,ROMANTIC
11705,HATE
11706,ROMANTIC
11707,ROMANTIC
11708,HATE
11709,ROMANTIC
11710,ROMANTIC
11711,ROMANTIC
11712,HATE
11713,ROMANTIC
11714,ROMANTIC
11715,ROMANTIC
11716,ROMANTIC
11717,ROMANTIC
11718,ROMANTIC
11719,ROMANTIC
11720,ROMANTIC
11721,ROMANTIC
11722,HATE
11723,ROMANTIC
11724,ROMANTIC
11725,HATE
11726,ROMANTIC
11727,ROMANTIC
11728,ROMANTIC
11729,HATE
11730,ROMANTIC
11731,ROMANTIC
11732,HATE
11733,ROMANTIC
11734,ROMANTIC
11735,ROMANTIC
11736,ROMANTIC
11737,ROMANTIC
11738,HATE
11739,ROMANTIC
11740,ROMANTIC
11741,HATE
11742,HATE
11743,ROMANTIC
11744,ROMANTIC
11745,ROMANTIC
11746,ROMANTIC
11747,ROMANTIC
11748,ROMANTIC
11749,ROMANTIC
11750,HATE
11751,ROMANTIC
11752,HATE
11753,ROMANTIC
11754,HATE
11755,ROMANTIC
11756,ROMANTIC
11757,ROMANTIC
11758,ROMANTIC
11759,ROMANTIC
11760,ROMANTIC
11761,ROMANTIC
11762,ROMANTIC
11763,HATE
11764,ROMANTIC
11765,HATE
11766,HATE
11767,ROMANTIC
11768,HATE
11769,ROMANTIC
11770,ROMANTIC
11771,HATE
11772,HATE
11773,ROMANTIC
11774,HATE
11775,ROMANTIC
11776,ROMANTIC
11777,HATE
11778,ROMANTIC
11779,ROMANTIC
11780,HATE
11781,ROMANTIC
11782,ROMANTIC
11783,ROMANTIC
11784,ROMANTIC
11785,ROMANTIC
11786,ROMANTIC
11787,HATE
11788,HATE
11789,ROMANTIC
11790,ROMANTIC
11791,HATE
11792,HATE
11793,ROMANTIC
11794,ROMANTIC
11795,ROMANTIC
11796,ROMANTIC
11797,ROMANTIC
11798,ROMANTIC
11799,ROMANTIC
11800,ROMANTIC
11801,ROMANTIC
11802,HATE
11803,ROMANTIC
11804,ROMANTIC
11805,ROMANTIC
11806,ROMANTIC
11807,ROMANTIC
11808,ROMANTIC
11809,ROMANTIC
11810,HATE
11811,ROMANTIC
11812,ROMANTIC
11813,HATE
11814,ROMANTIC
11815,HATE
11816,ROMANTIC
11817,ROMANTIC
11818,HATE
11819,HATE
11820,ROMANTIC
11821,HATE
11822,ROMANTIC
11823,ROMANTIC
11824,ROMANTIC
11825,ROMANTIC
11826,HATE
11827,HATE
11828,ROMANTIC
11829,ROMANTIC
11830,ROMANTIC
11831,HATE
11832,HATE
11833,ROMANTIC
11834,HATE
11835,HATE
11836,ROMANTIC
11837,ROMANTIC
11838,ROMANTIC
11839,HATE
11840,ROMANTIC
11841,ROMANTIC
11842,ROMANTIC
11843,ROMANTIC
11844,HATE
11845,ROMANTIC
11846,HATE
11847,HATE
11848,ROMANTIC
11849,ROMANTIC
11850,ROMANTIC
11851,ROMANTIC
11852,ROMANTIC
11853,ROMANTIC
11854,HATE
11855,ROMANTIC
11856,ROMANTIC
11857,ROMANTIC
11858,HATE
11859,HATE
11860,HATE
11861,ROMANTIC
11862,HATE
11863,ROMANTIC
11864,HATE
11865,ROMANTIC
11866,ROMANTIC
11867,ROMANTIC
11868,ROMANTIC
11869,ROMANTIC
11870,HATE
11871,HATE
11872,ROMANTIC
11873,ROMANTIC
11874,ROMANTIC
11875,ROMANTIC
11876,HATE
11877,ROMANTIC
11878,ROMANTIC
11879,ROMANTIC
11880,HATE
11881,HATE
11882,ROMANTIC
11883,HATE
11884,HATE
11885,ROMANTIC
11886,HATE
11887,ROMANTIC
11888,HATE
11889,ROMANTIC
11890,HATE
11891,ROMANTIC
11892,ROMANTIC
11893,ROMANTIC
11894,ROMANTIC
11895,ROMANTIC
11896,ROMANTIC
11897,ROMANTIC
11898,HATE
11899,ROMANTIC
11900,ROMANTIC
11901,ROMANTIC
11902,HATE
11903,HATE
11904,HATE
11905,HATE
11906,ROMANTIC
11907,ROMANTIC
11908,HATE
11909,HATE
11910,ROMANTIC
11911,HATE
11912,ROMANTIC
11913,ROMANTIC
11914,ROMANTIC
11915,ROMANTIC
11916,HATE
11917,HATE
11918,HATE
11919,HATE
11920,ROMANTIC
11921,HATE
11922,HATE
11923,HATE
11924,HATE
11925,ROMANTIC
11926,ROMANTIC
11927,HATE
11928,HATE
11929,HATE
11930,HATE
11931,HATE
11932,ROMANTIC
11933,HATE
11934,HATE
11935,HATE
11936,ROMANTIC
11937,ROMANTIC
11938,HATE
11939,HATE
11940,ROMANTIC
11941,ROMANTIC
11942,ROMANTIC
11943,HATE
11944,HATE
11945,HATE
11946,ROMANTIC
11947,ROMANTIC
11948,ROMANTIC
11949,ROMANTIC
11950,ROMANTIC
11951,HATE
11952,ROMANTIC
11953,ROMANTIC
11954,HATE
11955,ROMANTIC
11956,HATE
11957,ROMANTIC
11958,ROMANTIC
11959,ROMANTIC
11960,ROMANTIC
11961,HATE
11962,ROMANTIC
11963,HATE
11964,ROMANTIC
11965,HATE
11966,ROMANTIC
11967,HATE
11968,ROMANTIC
11969,ROMANTIC
11970,HATE
11971,ROMANTIC
11972,HATE
11973,ROMANTIC
11974,ROMANTIC
11975,HATE
11976,ROMANTIC
11977,ROMANTIC
11978,ROMANTIC
11979,ROMANTIC
11980,ROMANTIC
11981,ROMANTIC
11982,ROMANTIC
11983,ROMANTIC
11984,ROMANTIC
11985,HATE
11986,ROMANTIC
11987,ROMANTIC
11988,ROMANTIC
11989,ROMANTIC
11990,HATE
11991,ROMANTIC
11992,ROMANTIC
11993,HATE
11994,HATE
11995,ROMANTIC
11996,HATE
11997,ROMANTIC
11998,HATE
11999,HATE
12000,HATE
12001,HATE
12002,HATE
12003,ROMANTIC
12004,HATE
12005,HATE
12006,HATE
12007,HATE
12008,HATE
12009,ROMANTIC
12010,ROMANTIC
12011,HATE
12012,HATE
12013,ROMANTIC
12014,ROMANTIC
12015,ROMANTIC
12016,HATE
12017,ROMANTIC
12018,ROMANTIC
12019,ROMANTIC
12020,HATE
12021,ROMANTIC
12022,HATE
12023,HATE
12024,ROMANTIC
12025,ROMANTIC
12026,HATE
12027,HATE
12028,HATE
12029,ROMANTIC
12030,HATE
12031,ROMANTIC
12032,ROMANTIC
12033,HATE
12034,ROMANTIC
12035,ROMANTIC
12036,ROMANTIC
12037,HATE
12038,HATE
12039,ROMANTIC
12040,HATE
12041,ROMANTIC
12042,ROMANTIC
12043,HATE
12044,ROMANTIC
12045,ROMANTIC
12046,HATE
12047,ROMANTIC
12048,HATE
12049,ROMANTIC
12050,ROMANTIC
12051,HATE
12052,ROMANTIC
12053,HATE
12054,HATE
12055,ROMANTIC
12056,HATE
12057,HATE
12058,ROMANTIC
12059,ROMANTIC
12060,ROMANTIC
12061,ROMANTIC
12062,HATE
12063,ROMANTIC
12064,ROMANTIC
12065,ROMANTIC
12066,HATE
12067,ROMANTIC
12068,ROMANTIC
12069,HATE
12070,ROMANTIC
12071,ROMANTIC
12072,HATE
12073,HATE
12074,HATE
12075,HATE
12076,ROMANTIC
12077,HATE
12078,HATE
12079,ROMANTIC
12080,ROMANTIC
12081,ROMANTIC
12082,ROMANTIC
12083,ROMANTIC
12084,ROMANTIC
12085,ROMANTIC
12086,HATE
12087,HATE
12088,ROMANTIC
12089,HATE
12090,ROMANTIC
12091,ROMANTIC
12092,ROMANTIC
12093,ROMANTIC
12094,ROMANTIC
12095,HATE
12096,ROMANTIC
12097,HATE
12098,ROMANTIC
12099,ROMANTIC
12100,ROMANTIC
12101,HATE
12102,HATE
12103,ROMANTIC
12104,ROMANTIC
12105,HATE
12106,ROMANTIC
12107,ROMANTIC
12108,ROMANTIC
12109,ROMANTIC
12110,HATE
12111,HATE
12112,HATE
12113,ROMANTIC
12114,HATE
12115,HATE
12116,HATE
12117,HATE
12118,ROMANTIC
12119,ROMANTIC
12120,HATE
12121,HATE
12122,ROMANTIC
12123,ROMANTIC
12124,ROMANTIC
12125,ROMANTIC
12126,HATE
12127,HATE
12128,ROMANTIC
12129,ROMANTIC
12130,HATE
12131,HATE
12132,HATE
12133,ROMANTIC
12134,HATE
12135,HATE
12136,ROMANTIC
12137,HATE
12138,ROMANTIC
12139,ROMANTIC
12140,HATE
12141,ROMANTIC
12142,ROMANTIC
12143,ROMANTIC
12144,ROMANTIC
12145,HATE
12146,ROMANTIC
12147,ROMANTIC
12148,HATE
12149,ROMANTIC
12150,ROMANTIC
12151,ROMANTIC
12152,ROMANTIC
12153,ROMANTIC
12154,ROMANTIC
12155,HATE
12156,HATE
12157,HATE
12158,ROMANTIC
12159,ROMANTIC
12160,ROMANTIC
12161,ROMANTIC
12162,ROMANTIC
12163,ROMANTIC
12164,ROMANTIC
12165,ROMANTIC
12166,ROMANTIC
12167,ROMANTIC
12168,HATE
12169,HATE
12170,ROMANTIC
12171,HATE
12172,HATE
12173,ROMANTIC
12174,ROMANTIC
12175,HATE
12176,HATE
12177,ROMANTIC
12178,ROMANTIC
12179,ROMANTIC
12180,ROMANTIC
12181,ROMANTIC
12182,HATE
12183,ROMANTIC
12184,ROMANTIC
12185,HATE
12186,ROMANTIC
12187,ROMANTIC
12188,ROMANTIC
12189,ROMANTIC
12190,HATE
12191,ROMANTIC
12192,ROMANTIC
12193,ROMANTIC
12194,ROMANTIC
12195,ROMANTIC
12196,ROMANTIC
12197,ROMANTIC
12198,HATE
12199,HATE
12200,ROMANTIC
12201,ROMANTIC
12202,ROMANTIC
12203,ROMANTIC
12204,ROMANTIC
12205,ROMANTIC
12206,ROMANTIC
12207,HATE
12208,ROMANTIC
12209,HATE
12210,ROMANTIC
12211,HATE
12212,HATE
12213,ROMANTIC
12214,ROMANTIC
12215,HATE
12216,ROMANTIC
12217,ROMANTIC
12218,ROMANTIC
12219,ROMANTIC
12220,HATE
12221,HATE
12222,HATE
12223,HATE
12224,ROMANTIC
12225,ROMANTIC
12226,ROMANTIC
12227,HATE
12228,ROMANTIC
12229,HATE
12230,HATE
12231,HATE
12232,HATE
12233,HATE
12234,HATE
12235,ROMANTIC
12236,ROMANTIC
12237,ROMANTIC
12238,ROMANTIC
12239,HATE
12240,HATE
12241,HATE
12242,HATE
12243,HATE
12244,HATE
12245,ROMANTIC
12246,ROMANTIC
12247,ROMANTIC
12248,HATE
12249,HATE
12250,ROMANTIC
12251,ROMANTIC
12252,ROMANTIC
12253,ROMANTIC
12254,HATE
12255,HATE
12256,ROMANTIC
12257,ROMANTIC
12258,HATE
12259,ROMANTIC
12260,HATE
12261,ROMANTIC
12262,ROMANTIC
12263,ROMANTIC
12264,HATE
12265,HATE
12266,ROMANTIC
12267,ROMANTIC
12268,HATE
12269,ROMANTIC
12270,HATE
12271,HATE
12272,ROMANTIC
12273,HATE
12274,HATE
12275,ROMANTIC
12276,ROMANTIC
12277,HATE
12278,HATE
12279,ROMANTIC
12280,HATE
12281,ROMANTIC
12282,HATE
12283,ROMANTIC
12284,HATE
12285,HATE
12286,ROMANTIC
12287,HATE
12288,ROMANTIC
12289,HATE
12290,ROMANTIC
12291,ROMANTIC
12292,ROMANTIC
12293,ROMANTIC
12294,ROMANTIC
12295,ROMANTIC
12296,ROMANTIC
12297,ROMANTIC
12298,ROMANTIC
12299,HATE
12300,ROMANTIC
12301,ROMANTIC
12302,HATE
12303,HATE
12304,ROMANTIC
12305,HATE
12306,ROMANTIC
12307,ROMANTIC
12308,HATE
12309,HATE
12310,ROMANTIC
12311,HATE
12312,HATE
12313,HATE
12314,HATE
12315,ROMANTIC
12316,ROMANTIC
12317,ROMANTIC
12318,ROMANTIC
12319,HATE
12320,HATE
12321,HATE
12322,HATE
12323,ROMANTIC
12324,ROMANTIC
12325,ROMANTIC
12326,HATE
12327,HATE
12328,ROMANTIC
12329,ROMANTIC
12330,ROMANTIC
12331,HATE
12332,HATE
12333,HATE
12334,ROMANTIC
12335,ROMANTIC
12336,ROMANTIC
12337,ROMANTIC
12338,ROMANTIC
12339,HATE
12340,ROMANTIC
12341,HATE
12342,ROMANTIC
12343,ROMANTIC
12344,HATE
12345,ROMANTIC
12346,ROMANTIC
12347,ROMANTIC
12348,ROMANTIC
12349,HATE
12350,ROMANTIC
12351,HATE
12352,ROMANTIC
12353,HATE
12354,HATE
12355,HATE
12356,ROMANTIC
12357,ROMANTIC
